縣市,鄉鎮市區,門市店名,地址
屏東縣,屏東市,OK屏東建國店,屏東縣屏東市建國路155號1/2樓
屏東縣,屏東市,OK屏東建豐店,屏東縣屏東市建豐路206號
屏東縣,屏東市,OK屏東棒球店,屏東縣屏東市棒球路92號1樓
屏東縣,萬丹鄉,OK屏東萬丹店,屏東縣萬丹鄉萬丹路三段2、6號1樓
屏東縣,屏東市,OK屏東高中門市,屏東縣屏東市忠孝路231號1樓
屏東縣,潮州鎮,OK潮州北門店,屏東縣潮州鎮延平路312號1樓
屏東縣,東港鎮,OK東港東隆店,屏東縣東港鎮光復路３段187號1樓
屏東縣,潮州鎮,OK潮州太平店,屏東縣潮州鎮太平路56、58號1樓
屏東縣,鹽埔鄉,OK大仁科大門市,屏東縣鹽埔鄉維新路20號
宜蘭縣,羅東鎮,OK羅東天祥店,宜蘭縣羅東鎮天祥路95、97號ㄧ樓
宜蘭縣,羅東鎮,OK羅東集祥店,宜蘭縣羅東鎮天津路6號1樓
宜蘭縣,宜蘭市,OK宜蘭中山店,宜蘭縣宜蘭市中山路三段290號1樓
宜蘭縣,宜蘭市,OK宜蘭神農店,宜蘭縣宜蘭市神農路一段2號1樓
宜蘭縣,宜蘭市,OK宜蘭權新店,宜蘭縣宜蘭市民權新路297號1樓
宜蘭縣,五結鄉,OK五結國民店,宜蘭縣五結鄉五結中路２段361巷1號1樓
宜蘭縣,宜蘭市,OK宜蘭思源店,宜蘭縣宜蘭市女中路３段180號1樓
宜蘭縣,礁溪鄉,OK礁溪湯圍店,宜蘭縣礁溪鄉仁愛路52號1樓
宜蘭縣,三星鄉,OK三星耕莘門市,宜蘭縣三星鄉健富路２段407號
宜蘭縣,蘇澳鎮,OK蘇澳蘇港店,宜蘭縣蘇澳鎮蘇港路397號、399號1樓
宜蘭縣,宜蘭市,OK宜蘭東港店,宜蘭縣宜蘭市東港路2段365號1樓
宜蘭縣,蘇澳鎮,OK蘇澳福德店,宜蘭縣蘇澳鎮福德路320號1樓
宜蘭縣,宜蘭市,OK宜蘭中福店,宜蘭縣宜蘭市中山路５段339號1樓
宜蘭縣,蘇澳鎮,OK蘇澳大同店,宜蘭縣蘇澳鎮大同路106號1樓
宜蘭縣,五結鄉,OK五結協和店,宜蘭縣五結鄉五結路２段317號1樓
宜蘭縣,宜蘭市,OK宜蘭東門店,宜蘭縣宜蘭市聖後街106號1樓
宜蘭縣,礁溪鄉,OK礁溪德陽店,宜蘭縣礁溪鄉德陽路92號1樓
宜蘭縣,冬山鄉,OK冬山永清店,宜蘭縣冬山鄉永興路２段103號
宜蘭縣,頭城鎮,OK頭城開蘭店,宜蘭縣頭城鎮開蘭路220號220之1號
宜蘭縣,三星鄉,OK紅柴林營區門市,宜蘭縣三星鄉貴林路二段2號
宜蘭縣,冬山鄉,OK冬山香中店,宜蘭縣冬山鄉香中路279、281號1樓
宜蘭縣,壯圍鄉,OK宜蘭中道門市,宜蘭縣壯圍鄉中央路３段312巷7號
